start_spot_id,end_spot_id,duration
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,5da87b35-ce3b-4db6-97d5-76003edd0dfd,7700.31
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,efde5fe8-7fb1-42cd-a752-afc380a812da,5906.720000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,b7397093-b216-45aa-9d99-b328e4412fdd,8339.490000000002
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,dfd1f76a-5393-4213-bd41-1a274d43ea30,8339.490000000002
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,6c32020d-bb75-4044-a15d-091a3150bca7,7575.02
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,1208c963-b736-440f-ac60-daa5a82e98aa,7618.570000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,b4ab8c4e-c795-42dd-a527-d8bbef0928e9,7618.570000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,22740f58-ecdf-4c70-b611-80b10963eeaf,7857.76
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,976456b7-115c-4577-8a39-42eb9efa113f,8102.9800000000005
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,6ed26e28-5625-4257-bfb1-e35f1d6c8b7a,8102.9800000000005
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,3169d60f-52fc-45b1-9c5b-8bee5e81f5da,7526.110000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,89c9454c-b050-4b25-a3ec-03151f22912f,7461.790000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,6eff1aca-c895-4802-917a-dec4d61d5662,8459.420000000002
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,5efaf17c-8413-49a9-8c60-710b814dfa8c,8305.32
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,9c2f77bb-d98e-413e-9ba0-fedf91708dfc,7079.89
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,07b7be73-d864-4a93-8d91-63199980c623,7668.150000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,3f23df91-7fd1-4c66-8e03-bd287b61bd54,8401.8
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,4c9c816a-4da5-4e7e-a8bf-c025f077cead,8135.14
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,236a4d3c-e07c-4f31-a949-485ca0bbfb3b,8001.140000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,97090553-615f-40af-84a7-55f650a2a0a0,8253.73
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,c585d5bd-35e9-4385-8f26-c4e9ffa05363,8378.35
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,0f0f6bcf-a57c-43bf-acf8-4ff2b58cbc0b,7868.4800000000005
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,38088245-4647-4a78-b713-f1a428930e53,7690.26
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,a6d92dc7-28d6-41b9-8b3b-1e92cfd89495,7698.300000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,bf8bac87-ed15-44d8-b619-2fc0b0362d19,7698.97
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,4e24e7d7-ccb8-482d-b778-caf18ba62f59,7698.970000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,80bbd91b-3c21-4129-a259-bde2333e58f4,7928.110000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,6072fbed-f045-47db-9241-334b4331e2df,7944.860000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,05a6eef0-b0a2-42a3-a582-699c098c34d8,7916.05
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,e1a0cc43-ae4b-445d-bab3-20e676ac18d9,7889.25
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,cfef51c4-866e-4178-9180-9562391c756c,7902.650000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,7d5f7fa8-6c28-4f3e-9932-0b7415ca1dc7,7795.450000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,6d1b83f6-b58d-4554-a5a7-402b48e6d45d,8270.48
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,bd133e44-5060-481d-8a8f-091333606f10,7881.210000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,2e98072e-dc4f-46e3-b3e0-f2ec33878489,7717.06
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,2a493c23-8684-4db5-8472-40757316156c,7731.8
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,f3596014-9c5d-4c4b-b476-2c3992b87555,7575.02
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,14d3e126-798a-4466-bfad-3299b4b9478d,7037.68
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,bc1e600e-2dbb-4b8c-bd5f-8a88e509dba7,7100.66
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,27faecfc-5dbc-472e-9b36-66d98ada0e7a,7170.34
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,7ed3b938-965b-4666-a459-d82a2223c6c1,6957.280000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,eb04768f-4008-4509-ac7c-a285e5193f86,6955.9400000000005
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,0f67c1ea-8e44-4cc1-99ae-21a9dd7f00ac,8654.39
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,587e35d1-dba7-40b0-a910-d98d80485c2a,8718.04
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,e6831c82-3ac6-4c62-832f-1a5d59771831,8724.07
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,c0c1deed-581e-483a-a4b4-71e7d7d8b390,6900.330000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,011d4cc1-9425-461c-bd91-2006b878b569,6940.530000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,50a61067-3cb0-44c6-90cd-3fac3c6df4e3,6840.700000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,e823f8a7-74a3-45d3-91bf-6dd41197de50,6998.150000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,b0e30efb-50d2-40c9-a50c-68eae023db3b,7348.56
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,252cbbb0-1807-4c8a-a0fb-9da13a808bf5,7054.43
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,13590397-58a0-4086-bd56-4b062419fe94,7065.15
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,35d9ac0a-9c4d-4cb3-b882-414d94fd9591,7043.71
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,801aa3b8-90e2-4fac-a553-872987c76d64,7012.89
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,8e73a29a-b676-4a30-9987-925314046f53,7067.83
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,7a8e79d6-7e2a-4055-b208-6666c160a810,7129.47
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,00daedb5-5703-4f54-a69c-4192196887f8,7118.08
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,cc6d0fca-2fd8-4c05-92ab-f08b4345215f,7424.27
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,85c59f1e-dd53-4746-ae1c-0416a27d563e,7260.120000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,5c1dc464-9a26-48c8-ad23-994e49962024,7260.790000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,fe9cf733-86e1-4da9-b17d-e821154916c9,7428.960000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,7b2a3d0a-2604-442e-98c7-cc0d91702c6c,7225.280000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,14295b69-6770-464b-b29c-25ad73bfdc3b,7046.39
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,35d60c5c-aa13-48e0-a99e-794d60c55179,7620.58
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,3ca2cbfe-45eb-4e8d-82d0-cccaebaf7fcd,7613.880000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,8c58ee1b-363b-45fb-91ac-8aae6b08529a,7375.360000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,347f9d57-9c43-4b65-946c-9d43c18bcca7,7364.64
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,2ce23380-b99a-4307-bf3f-9c3de34fdbcb,8523.07
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,c332fc81-7df5-425e-b0a1-cbe9f6556d3e,5754.630000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,561afedc-ed85-4018-9461-1bfe2c3381ee,7389.43
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,27978237-6131-45ac-abf5-10993451bf6b,7245.380000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,bbc3a7ca-7eee-4614-a106-d5d06a51a3c3,6371.030000000001
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,2fdcf701-4d0b-4402-83b4-2eddf7ec2999,6649.75
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,b01d1f27-9942-4d7f-9a51-55249a754923,4904.4
fb1a256a-3b09-43e6-9cb9-0987cddf7b90,c574205c-5585-4748-8e05-d0a7f5b4a2c8,7404.17
048003f4-4ad9-4e7f-88cf-9637fb0721fa,fb1a256a-3b09-43e6-9cb9-0987cddf7b90,7650.06
048003f4-4ad9-4e7f-88cf-9637fb0721fa,fecd99b0-9229-4239-b939-96a24679f76e,3139.62
048003f4-4ad9-4e7f-88cf-9637fb0721fa,79a280f6-df4f-4c93-b7e2-969e7a9bc531,3094.0600000000004
048003f4-4ad9-4e7f-88cf-9637fb0721fa,6c8ac646-b1a8-444e-9c7e-c61177303188,2984.8500000000004
048003f4-4ad9-4e7f-88cf-9637fb0721fa,36604c6c-5f9a-45a3-ae38-c503d062ac35,3440.4500000000003
048003f4-4ad9-4e7f-88cf-9637fb0721fa,eea78748-5b46-40d7-8c91-797066562838,3700.4100000000003
048003f4-4ad9-4e7f-88cf-9637fb0721fa,f0912053-e752-4eaf-bb96-71f0afeba847,3766.07
048003f4-4ad9-4e7f-88cf-9637fb0721fa,70bb8c45-078e-41ab-b5c8-f03a551002a1,2989.54
048003f4-4ad9-4e7f-88cf-9637fb0721fa,1d278736-7b1d-43fa-afe2-f18cbb0a7040,2974.13
048003f4-4ad9-4e7f-88cf-9637fb0721fa,ab4424c4-8122-47b0-9c3c-79d48d334394,3015.0
048003f4-4ad9-4e7f-88cf-9637fb0721fa,1fac399e-9652-4a83-bc26-8ef848628e6a,3354.0200000000004
048003f4-4ad9-4e7f-88cf-9637fb0721fa,a80d10c9-1c8a-4896-9910-8ac890210c87,3315.16
048003f4-4ad9-4e7f-88cf-9637fb0721fa,3aadc2a4-2baa-4258-9506-d166c39c5036,3362.7300000000005
048003f4-4ad9-4e7f-88cf-9637fb0721fa,f261b19c-1505-4eab-bf90-ae7e28a69fa2,1277.02
048003f4-4ad9-4e7f-88cf-9637fb0721fa,2abbe5f5-7709-4128-9563-549125048162,1344.02
048003f4-4ad9-4e7f-88cf-9637fb0721fa,ff0e9fc1-06dc-4c04-b45f-89839d0494eb,1342.68
048003f4-4ad9-4e7f-88cf-9637fb0721fa,9a03a402-1213-4d44-ab87-8c12e9d60829,1352.73
048003f4-4ad9-4e7f-88cf-9637fb0721fa,7560f891-425d-4f0a-9205-c73313fe7be6,1404.99
048003f4-4ad9-4e7f-88cf-9637fb0721fa,5da87b35-ce3b-4db6-97d5-76003edd0dfd,1701.13
048003f4-4ad9-4e7f-88cf-9637fb0721fa,efde5fe8-7fb1-42cd-a752-afc380a812da,2027.42
048003f4-4ad9-4e7f-88cf-9637fb0721fa,b7397093-b216-45aa-9d99-b328e4412fdd,2097.1000000000004
048003f4-4ad9-4e7f-88cf-9637fb0721fa,dfd1f76a-5393-4213-bd41-1a274d43ea30,2097.1000000000004
048003f4-4ad9-4e7f-88cf-9637fb0721fa,6c32020d-bb75-4044-a15d-091a3150bca7,1419.73
048003f4-4ad9-4e7f-88cf-9637fb0721fa,1208c963-b736-440f-ac60-daa5a82e98aa,1463.2800000000002
048003f4-4ad9-4e7f-88cf-9637fb0721fa,b4ab8c4e-c795-42dd-a527-d8bbef0928e9,1463.2800000000002
048003f4-4ad9-4e7f-88cf-9637fb0721fa,22740f58-ecdf-4c70-b611-80b10963eeaf,1609.3400000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,976456b7-115c-4577-8a39-42eb9efa113f,1951.71
048003f4-4ad9-4e7f-88cf-9637fb0721fa,6ed26e28-5625-4257-bfb1-e35f1d6c8b7a,1951.71
048003f4-4ad9-4e7f-88cf-9637fb0721fa,3169d60f-52fc-45b1-9c5b-8bee5e81f5da,810.0300000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,89c9454c-b050-4b25-a3ec-03151f22912f,605.01
048003f4-4ad9-4e7f-88cf-9637fb0721fa,6eff1aca-c895-4802-917a-dec4d61d5662,2057.57
048003f4-4ad9-4e7f-88cf-9637fb0721fa,5efaf17c-8413-49a9-8c60-710b814dfa8c,2122.5600000000004
048003f4-4ad9-4e7f-88cf-9637fb0721fa,9c2f77bb-d98e-413e-9ba0-fedf91708dfc,1206.0
048003f4-4ad9-4e7f-88cf-9637fb0721fa,07b7be73-d864-4a93-8d91-63199980c623,730.97
048003f4-4ad9-4e7f-88cf-9637fb0721fa,3f23df91-7fd1-4c66-8e03-bd287b61bd54,1447.2
048003f4-4ad9-4e7f-88cf-9637fb0721fa,4c9c816a-4da5-4e7e-a8bf-c025f077cead,1180.54
048003f4-4ad9-4e7f-88cf-9637fb0721fa,236a4d3c-e07c-4f31-a949-485ca0bbfb3b,1067.31
048003f4-4ad9-4e7f-88cf-9637fb0721fa,97090553-615f-40af-84a7-55f650a2a0a0,1340.67
048003f4-4ad9-4e7f-88cf-9637fb0721fa,c585d5bd-35e9-4385-8f26-c4e9ffa05363,1471.3200000000002
048003f4-4ad9-4e7f-88cf-9637fb0721fa,0f0f6bcf-a57c-43bf-acf8-4ff2b58cbc0b,1400.9700000000003
048003f4-4ad9-4e7f-88cf-9637fb0721fa,38088245-4647-4a78-b713-f1a428930e53,1677.0100000000002
048003f4-4ad9-4e7f-88cf-9637fb0721fa,a6d92dc7-28d6-41b9-8b3b-1e92cfd89495,498.48
048003f4-4ad9-4e7f-88cf-9637fb0721fa,bf8bac87-ed15-44d8-b619-2fc0b0362d19,412.72
048003f4-4ad9-4e7f-88cf-9637fb0721fa,4e24e7d7-ccb8-482d-b778-caf18ba62f59,427.46000000000004
048003f4-4ad9-4e7f-88cf-9637fb0721fa,80bbd91b-3c21-4129-a259-bde2333e58f4,1021.08
048003f4-4ad9-4e7f-88cf-9637fb0721fa,6072fbed-f045-47db-9241-334b4331e2df,1039.17
048003f4-4ad9-4e7f-88cf-9637fb0721fa,05a6eef0-b0a2-42a3-a582-699c098c34d8,1009.02
048003f4-4ad9-4e7f-88cf-9637fb0721fa,e1a0cc43-ae4b-445d-bab3-20e676ac18d9,1295.1100000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,cfef51c4-866e-4178-9180-9562391c756c,995.62
048003f4-4ad9-4e7f-88cf-9637fb0721fa,7d5f7fa8-6c28-4f3e-9932-0b7415ca1dc7,846.8800000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,6d1b83f6-b58d-4554-a5a7-402b48e6d45d,1315.21
048003f4-4ad9-4e7f-88cf-9637fb0721fa,bd133e44-5060-481d-8a8f-091333606f10,1411.02
048003f4-4ad9-4e7f-88cf-9637fb0721fa,2e98072e-dc4f-46e3-b3e0-f2ec33878489,1302.48
048003f4-4ad9-4e7f-88cf-9637fb0721fa,2a493c23-8684-4db5-8472-40757316156c,1284.39
048003f4-4ad9-4e7f-88cf-9637fb0721fa,f3596014-9c5d-4c4b-b476-2c3992b87555,1121.5800000000002
048003f4-4ad9-4e7f-88cf-9637fb0721fa,14d3e126-798a-4466-bfad-3299b4b9478d,969.49
048003f4-4ad9-4e7f-88cf-9637fb0721fa,bc1e600e-2dbb-4b8c-bd5f-8a88e509dba7,641.8600000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,27faecfc-5dbc-472e-9b36-66d98ada0e7a,572.1800000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,7ed3b938-965b-4666-a459-d82a2223c6c1,749.73
048003f4-4ad9-4e7f-88cf-9637fb0721fa,eb04768f-4008-4509-ac7c-a285e5193f86,777.2
048003f4-4ad9-4e7f-88cf-9637fb0721fa,0f67c1ea-8e44-4cc1-99ae-21a9dd7f00ac,2540.6400000000003
048003f4-4ad9-4e7f-88cf-9637fb0721fa,587e35d1-dba7-40b0-a910-d98d80485c2a,2602.9500000000003
048003f4-4ad9-4e7f-88cf-9637fb0721fa,e6831c82-3ac6-4c62-832f-1a5d59771831,2609.65
048003f4-4ad9-4e7f-88cf-9637fb0721fa,c0c1deed-581e-483a-a4b4-71e7d7d8b390,1152.4
048003f4-4ad9-4e7f-88cf-9637fb0721fa,011d4cc1-9425-461c-bd91-2006b878b569,1191.26
048003f4-4ad9-4e7f-88cf-9637fb0721fa,50a61067-3cb0-44c6-90cd-3fac3c6df4e3,1218.73
048003f4-4ad9-4e7f-88cf-9637fb0721fa,e823f8a7-74a3-45d3-91bf-6dd41197de50,1105.5
048003f4-4ad9-4e7f-88cf-9637fb0721fa,b0e30efb-50d2-40c9-a50c-68eae023db3b,834.1500000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,252cbbb0-1807-4c8a-a0fb-9da13a808bf5,1196.62
048003f4-4ad9-4e7f-88cf-9637fb0721fa,13590397-58a0-4086-bd56-4b062419fe94,1248.88
048003f4-4ad9-4e7f-88cf-9637fb0721fa,35d9ac0a-9c4d-4cb3-b882-414d94fd9591,1205.33
048003f4-4ad9-4e7f-88cf-9637fb0721fa,801aa3b8-90e2-4fac-a553-872987c76d64,1192.6
048003f4-4ad9-4e7f-88cf-9637fb0721fa,8e73a29a-b676-4a30-9987-925314046f53,1254.24
048003f4-4ad9-4e7f-88cf-9637fb0721fa,7a8e79d6-7e2a-4055-b208-6666c160a810,1176.52
048003f4-4ad9-4e7f-88cf-9637fb0721fa,00daedb5-5703-4f54-a69c-4192196887f8,1164.46
048003f4-4ad9-4e7f-88cf-9637fb0721fa,cc6d0fca-2fd8-4c05-92ab-f08b4345215f,1262.2800000000002
048003f4-4ad9-4e7f-88cf-9637fb0721fa,85c59f1e-dd53-4746-ae1c-0416a27d563e,943.3600000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,5c1dc464-9a26-48c8-ad23-994e49962024,928.62
048003f4-4ad9-4e7f-88cf-9637fb0721fa,fe9cf733-86e1-4da9-b17d-e821154916c9,1406.33
048003f4-4ad9-4e7f-88cf-9637fb0721fa,7b2a3d0a-2604-442e-98c7-cc0d91702c6c,1209.35
048003f4-4ad9-4e7f-88cf-9637fb0721fa,14295b69-6770-464b-b29c-25ad73bfdc3b,1025.1000000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,35d60c5c-aa13-48e0-a99e-794d60c55179,1465.29
048003f4-4ad9-4e7f-88cf-9637fb0721fa,3ca2cbfe-45eb-4e8d-82d0-cccaebaf7fcd,1458.5900000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,8c58ee1b-363b-45fb-91ac-8aae6b08529a,1031.8000000000002
048003f4-4ad9-4e7f-88cf-9637fb0721fa,347f9d57-9c43-4b65-946c-9d43c18bcca7,1186.5700000000002
048003f4-4ad9-4e7f-88cf-9637fb0721fa,2ce23380-b99a-4307-bf3f-9c3de34fdbcb,1847.19
048003f4-4ad9-4e7f-88cf-9637fb0721fa,c332fc81-7df5-425e-b0a1-cbe9f6556d3e,2406.6400000000003
048003f4-4ad9-4e7f-88cf-9637fb0721fa,561afedc-ed85-4018-9461-1bfe2c3381ee,1460.6000000000001
048003f4-4ad9-4e7f-88cf-9637fb0721fa,27978237-6131-45ac-abf5-10993451bf6b,1321.24
048003f4-4ad9-4e7f-88cf-9637fb0721fa,bbc3a7ca-7eee-4614-a106-d5d06a51a3c3,2021.39
048003f4-4ad9-4e7f-88cf-9637fb0721fa,2fdcf701-4d0b-4402-83b4-2eddf7ec2999,1692.42
048003f4-4ad9-4e7f-88cf-9637fb0721fa,b01d1f27-9942-4d7f-9a51-55249a754923,3115.5
048003f4-4ad9-4e7f-88cf-9637fb0721fa,c574205c-5585-4748-8e05-d0a7f5b4a2c8,933.3100000000001
fecd99b0-9229-4239-b939-96a24679f76e,fb1a256a-3b09-43e6-9cb9-0987cddf7b90,4856.16
fecd99b0-9229-4239-b939-96a24679f76e,048003f4-4ad9-4e7f-88cf-9637fb0721fa,3139.62
fecd99b0-9229-4239-b939-96a24679f76e,79a280f6-df4f-4c93-b7e2-969e7a9bc531,458.28000000000003
fecd99b0-9229-4239-b939-96a24679f76e,6c8ac646-b1a8-444e-9c7e-c61177303188,371.85
fecd99b0-9229-4239-b939-96a24679f76e,36604c6c-5f9a-45a3-ae38-c503d062ac35,1225.43
fecd99b0-9229-4239-b939-96a24679f76e,eea78748-5b46-40d7-8c91-797066562838,1461.27
fecd99b0-9229-4239-b939-96a24679f76e,f0912053-e752-4eaf-bb96-71f0afeba847,1413.7
fecd99b0-9229-4239-b939-96a24679f76e,70bb8c45-078e-41ab-b5c8-f03a551002a1,848.22
fecd99b0-9229-4239-b939-96a24679f76e,1d278736-7b1d-43fa-afe2-f18cbb0a7040,332.99
fecd99b0-9229-4239-b939-96a24679f76e,ab4424c4-8122-47b0-9c3c-79d48d334394,308.20000000000005
fecd99b0-9229-4239-b939-96a24679f76e,1fac399e-9652-4a83-bc26-8ef848628e6a,484.41
fecd99b0-9229-4239-b939-96a24679f76e,a80d10c9-1c8a-4896-9910-8ac890210c87,403.34000000000003
fecd99b0-9229-4239-b939-96a24679f76e,3aadc2a4-2baa-4258-9506-d166c39c5036,489.1
fecd99b0-9229-4239-b939-96a24679f76e,f261b19c-1505-4eab-bf90-ae7e28a69fa2,3368.76
fecd99b0-9229-4239-b939-96a24679f76e,2abbe5f5-7709-4128-9563-549125048162,3396.2300000000005
fecd99b0-9229-4239-b939-96a24679f76e,ff0e9fc1-06dc-4c04-b45f-89839d0494eb,3402.9300000000003
fecd99b0-9229-4239-b939-96a24679f76e,9a03a402-1213-4d44-ab87-8c12e9d60829,3444.4700000000003
fecd99b0-9229-4239-b939-96a24679f76e,7560f891-425d-4f0a-9205-c73313fe7be6,3365.41
fecd99b0-9229-4239-b939-96a24679f76e,5da87b35-ce3b-4db6-97d5-76003edd0dfd,3544.3
fecd99b0-9229-4239-b939-96a24679f76e,efde5fe8-7fb1-42cd-a752-afc380a812da,1396.95
fecd99b0-9229-4239-b939-96a24679f76e,b7397093-b216-45aa-9d99-b328e4412fdd,3829.7200000000003
fecd99b0-9229-4239-b939-96a24679f76e,dfd1f76a-5393-4213-bd41-1a274d43ea30,3829.7200000000003
fecd99b0-9229-4239-b939-96a24679f76e,6c32020d-bb75-4044-a15d-091a3150bca7,3065.25
fecd99b0-9229-4239-b939-96a24679f76e,1208c963-b736-440f-ac60-daa5a82e98aa,3108.8
fecd99b0-9229-4239-b939-96a24679f76e,b4ab8c4e-c795-42dd-a527-d8bbef0928e9,3108.8
fecd99b0-9229-4239-b939-96a24679f76e,22740f58-ecdf-4c70-b611-80b10963eeaf,3347.32
fecd99b0-9229-4239-b939-96a24679f76e,976456b7-115c-4577-8a39-42eb9efa113f,3593.21
fecd99b0-9229-4239-b939-96a24679f76e,6ed26e28-5625-4257-bfb1-e35f1d6c8b7a,3593.21
fecd99b0-9229-4239-b939-96a24679f76e,3169d60f-52fc-45b1-9c5b-8bee5e81f5da,3262.9
fecd99b0-9229-4239-b939-96a24679f76e,89c9454c-b050-4b25-a3ec-03151f22912f,3198.58
fecd99b0-9229-4239-b939-96a24679f76e,6eff1aca-c895-4802-917a-dec4d61d5662,3948.9800000000005
fecd99b0-9229-4239-b939-96a24679f76e,5efaf17c-8413-49a9-8c60-710b814dfa8c,3795.55
fecd99b0-9229-4239-b939-96a24679f76e,9c2f77bb-d98e-413e-9ba0-fedf91708dfc,2570.12
fecd99b0-9229-4239-b939-96a24679f76e,07b7be73-d864-4a93-8d91-63199980c623,3157.71
fecd99b0-9229-4239-b939-96a24679f76e,3f23df91-7fd1-4c66-8e03-bd287b61bd54,3892.03
fecd99b0-9229-4239-b939-96a24679f76e,4c9c816a-4da5-4e7e-a8bf-c025f077cead,3625.37
fecd99b0-9229-4239-b939-96a24679f76e,236a4d3c-e07c-4f31-a949-485ca0bbfb3b,3490.7000000000003
fecd99b0-9229-4239-b939-96a24679f76e,97090553-615f-40af-84a7-55f650a2a0a0,3743.96
fecd99b0-9229-4239-b939-96a24679f76e,c585d5bd-35e9-4385-8f26-c4e9ffa05363,3868.58
fecd99b0-9229-4239-b939-96a24679f76e,0f0f6bcf-a57c-43bf-acf8-4ff2b58cbc0b,3358.04
fecd99b0-9229-4239-b939-96a24679f76e,38088245-4647-4a78-b713-f1a428930e53,3179.82
fecd99b0-9229-4239-b939-96a24679f76e,a6d92dc7-28d6-41b9-8b3b-1e92cfd89495,3385.51
fecd99b0-9229-4239-b939-96a24679f76e,bf8bac87-ed15-44d8-b619-2fc0b0362d19,3235.4300000000003
fecd99b0-9229-4239-b939-96a24679f76e,4e24e7d7-ccb8-482d-b778-caf18ba62f59,3189.2000000000003
